,Ponto de Bezier,A - Coordenada X,A - Coordenada Y,AoA,Reynolds,CL,CD
1933,2,-0.1178,0.063,-6.35,3673530.89,-0.5459,0.0081
1934,3,0.0186,-0.0584,15.17,3412179.56,1.5188,0.01487
1935,3,-0.067,-0.0527,7.9,4181453.23,0.8296,0.00676
1936,3,0.1276,-0.0821,-8.5,3808494.1,-1.047,0.01039
1937,3,-0.0712,-0.0643,11.85,632291.8,1.1457,0.016
1938,3,0.188,-0.0416,1.22,3877139.59,0.1119,0.00768
1939,4,-0.0032,-0.0373,-2.87,4141791.81,-0.4935,0.00478
1940,2,-0.0019,0.0386,14.52,230394.39,0.4643,0.19441
1941,4,0.0774,0.0376,4.4,4911736.82,0.6371,0.0079
1942,4,-0.1888,0.0192,12.33,3311677.42,1.4011,0.01541
1943,2,0.0238,-0.0053,-10.61,1777598.31,-0.4793,0.12036
1944,4,-0.1605,-0.0136,-3.61,1225683.48,-0.426,0.00697
